case,activity,timestamp,resource,department,group,channel,enddate,responsible,org_group,activity_id
case-9762,T05 Print and send confirmation of receipt,2011/10/04 10:35:00,Resource03,General,Group 8,Internet,2011-10-21 13:14:40.192000+02:00,Resource11,Group 2,7
case-7814,Confirmation of receipt,2011/06/06 15:00:09,Resource02,General,,Internet,2011-06-28 12:08:16.358000+02:00,Resource02,Group 1,1
case-7814,T02 Check confirmation of receipt,2011/06/06 15:00:31,Resource02,General,,Internet,2011-06-28 12:08:16.358000+02:00,Resource02,Group 4,2
case-7814,T04 Determine confirmation of receipt,2011/06/06 15:00:53,Resource02,General,,Internet,2011-06-28 12:08:16.358000+02:00,Resource02,Group 3,6
case-7814,T05 Print and send confirmation of receipt,2011/06/06 15:01:06,Resource02,General,,Internet,2011-06-28 12:08:16.358000+02:00,Resource02,Group 2,7
case-7814,T06 Determine necessity of stop advice,2011/06/09 11:35:49,Resource02,General,,Internet,2011-06-28 12:08:16.358000+02:00,Resource02,Group 1,4
case-7814,T10 Determine necessity to stop indication,2011/06/09 11:36:47,Resource02,General,,Internet,2011-06-28 12:08:16.358000+02:00,Resource02,Group 1,5
case-4188,Confirmation of receipt,2010/11/08 12:44:00,Resource09,General,,Internet,2010-12-22 12:00:45.003000+01:00,Resource09,EMPTY,1
case-4188,T06 Determine necessity of stop advice,2010/11/08 12:46:16,Resource09,General,,Internet,2010-12-22 12:00:45.003000+01:00,Resource09,Group 1,4
case-4188,T08 Draft and send request for advice,2010/11/08 12:46:56,Resource09,General,,Internet,2010-12-22 12:00:45.003000+01:00,Resource09,Group 1,17
case-4188,T09-4 Process or receive external advice from party 4,2010/11/08 12:47:12,Resource09,General,,Internet,2010-12-22 12:00:45.003000+01:00,Resource09,Group 1,20
case-4188,T06 Determine necessity of stop advice,2010/11/08 12:47:34,Resource09,General,,Internet,2010-12-22 12:00:45.003000+01:00,Resource09,Group 1,4
case-4188,T10 Determine necessity to stop indication,2010/11/08 12:49:11,Resource09,General,,Internet,2010-12-22 12:00:45.003000+01:00,Resource09,Group 1,5
case-4188,T02 Check confirmation of receipt,2010/11/09 12:13:20,Resource19,General,,Internet,2010-12-22 12:00:45.003000+01:00,Resource09,EMPTY,2
case-4188,T04 Determine confirmation of receipt,2010/11/12 09:02:49,Resource10,General,,Internet,2010-12-22 12:00:45.003000+01:00,Resource09,Group 3,6
case-4188,T05 Print and send confirmation of receipt,2010/11/16 10:21:50,admin1,General,,Internet,2010-12-22 12:00:45.003000+01:00,Resource09,Group 2,7
case-8989,Confirmation of receipt,2011/08/11 14:25:17,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 1,1
case-8989,T02 Check confirmation of receipt,2011/08/11 14:26:04,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 4,2
case-8989,T04 Determine confirmation of receipt,2011/08/11 14:26:51,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 3,6
case-8989,T05 Print and send confirmation of receipt,2011/08/11 14:27:52,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 2,7
case-8989,T06 Determine necessity of stop advice,2011/08/11 14:33:07,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 1,4
case-8989,T07-3 Draft intern advice hold for aspect 3,2011/08/11 14:35:16,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 14,21
case-8989,T07-2 Draft intern advice aspect 2,2011/08/11 14:45:44,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 15,23
case-8989,T06 Determine necessity of stop advice,2011/08/11 14:46:35,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 1,4
case-8989,T07-2 Draft intern advice aspect 2,2011/08/11 14:47:03,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 15,23
case-8989,T07-3 Draft intern advice hold for aspect 3,2011/08/11 14:47:22,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 14,21
case-8989,T06 Determine necessity of stop advice,2011/08/11 14:47:46,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 1,4
case-8989,T10 Determine necessity to stop indication,2011/08/11 14:48:34,Resource12,General,Group 5,Internet,2011-09-19 16:54:45.917000+02:00,Resource12,Group 1,5
case-9076,Confirmation of receipt,2011/08/15 14:51:34,Resource33,General,Group 11,Internet,2011-10-05 11:01:50.118000+02:00,Resource25,EMPTY,1
case-9076,T02 Check confirmation of receipt,2011/08/15 17:08:35,Resource33,General,Group 11,Internet,2011-10-05 11:01:50.118000+02:00,Resource25,EMPTY,2
case-9076,T06 Determine necessity of stop advice,2011/08/16 08:47:33,Resource33,General,Group 11,Internet,2011-10-05 11:01:50.118000+02:00,Resource25,Group 1,4
case-9076,T04 Determine confirmation of receipt,2011/08/16 08:52:10,Resource33,General,Group 11,Internet,2011-10-05 11:01:50.118000+02:00,Resource25,Group 3,6
case-9076,T05 Print and send confirmation of receipt,2011/08/24 09:30:21,admin1,General,Group 11,Internet,2011-10-05 11:01:50.118000+02:00,Resource25,Group 2,7
case-9076,T07-5 Draft intern advice aspect 5,2011/08/29 11:26:14,Resource33,General,Group 11,Internet,2011-10-05 11:01:50.118000+02:00,Resource25,Group 1,19
case-9076,T08 Draft and send request for advice,2011/08/29 13:16:38,Resource33,General,Group 11,Internet,2011-10-05 11:01:50.118000+02:00,Resource25,Group 1,17
case-9076,T09-3 Process or receive external advice from party 3,2011/10/04 14:15:39,Resource25,General,Group 11,Internet,2011-10-05 11:01:50.118000+02:00,Resource25,Group 1,24
case-9076,T06 Determine necessity of stop advice,2011/10/04 14:16:25,Resource25,General,Group 11,Internet,2011-10-05 11:01:50.118000+02:00,Resource25,Group 1,4
case-9076,T10 Determine necessity to stop indication,2011/10/04 14:16:54,Resource25,General,Group 11,Internet,2011-10-05 11:01:50.118000+02:00,Resource25,Group 1,5
case-4157,Confirmation of receipt,2010/11/30 08:24:42,Resource11,Customer contact,,Internet,2010-12-17 10:21:41.974000+01:00,Resource11,EMPTY,1
case-4157,T06 Determine necessity of stop advice,2010/11/30 08:25:31,Resource11,Customer contact,,Internet,2010-12-17 10:21:41.974000+01:00,Resource11,Group 1,4
case-4157,T06 Determine necessity of stop advice,2010/11/30 08:26:34,Resource11,Customer contact,,Internet,2010-12-17 10:21:41.974000+01:00,Resource11,Group 1,4
case-4157,T06 Determine necessity of stop advice,2010/11/30 08:27:08,Resource11,Customer contact,,Internet,2010-12-17 10:21:41.974000+01:00,Resource11,Group 1,4
case-4157,T07-4 Draft internal advice to hold for type 4,2010/11/30 08:27:59,Resource11,Customer contact,,Internet,2010-12-17 10:21:41.974000+01:00,Resource11,EMPTY,22
case-4157,T06 Determine necessity of stop advice,2010/11/30 08:28:44,Resource11,Customer contact,,Internet,2010-12-17 10:21:41.974000+01:00,Resource11,Group 1,4
case-4157,T10 Determine necessity to stop indication,2010/11/30 08:29:45,Resource11,Customer contact,,Internet,2010-12-17 10:21:41.974000+01:00,Resource11,Group 1,5
case-4157,T02 Check confirmation of receipt,2010/12/08 11:07:58,Resource11,Customer contact,,Internet,2010-12-17 10:21:41.974000+01:00,Resource11,EMPTY,2
case-4157,T04 Determine confirmation of receipt,2010/12/08 11:08:59,Resource11,Customer contact,,Internet,2010-12-17 10:21:41.974000+01:00,Resource11,EMPTY,6
case-4157,T05 Print and send confirmation of receipt,2010/12/10 13:34:40,admin1,Customer contact,,Internet,2010-12-17 10:21:41.974000+01:00,Resource11,Group 2,7
case-3984,Confirmation of receipt,2010/10/25 15:57:54,Resource09,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,Group 1,1
case-3984,T06 Determine necessity of stop advice,2010/10/25 16:13:31,Resource09,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,Group 1,4
case-3984,T07-5 Draft intern advice aspect 5,2010/10/26 09:38:40,Resource09,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,Group 1,19
case-3984,T07-1 Draft intern advice aspect 1,2010/10/26 09:39:17,Resource09,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,EMPTY,16
case-3984,T08 Draft and send request for advice,2010/10/26 09:41:04,Resource09,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,Group 1,17
case-3984,T09-1 Process or receive external advice from party 1,2010/10/26 09:42:16,Resource09,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,Group 1,18
case-3984,T07-3 Draft intern advice hold for aspect 3,2010/11/02 15:47:29,Resource35,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,Group 14,21
case-3984,T07-4 Draft internal advice to hold for type 4,2010/11/04 09:07:41,Resource32,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,Group 12,22
case-3984,T07-2 Draft intern advice aspect 2,2010/11/04 09:12:24,Resource32,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,EMPTY,23
case-3984,T02 Check confirmation of receipt,2010/11/04 09:34:05,Resource19,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,EMPTY,2
case-3984,T04 Determine confirmation of receipt,2010/11/04 09:37:44,Resource19,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,Group 3,6
case-3984,T05 Print and send confirmation of receipt,2010/11/04 13:41:14,Resource27,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,EMPTY,7
case-3984,T06 Determine necessity of stop advice,2010/11/04 13:56:19,Resource09,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,Group 1,4
case-3984,T10 Determine necessity to stop indication,2010/11/04 13:56:48,Resource09,General,,Internet,2010-12-21 00:00:00.010000+01:00,Resource09,Group 1,5
case-7612,Confirmation of receipt,2011/06/07 14:21:39,Resource09,General,,Internet,2011-10-31 10:00:36.314000+01:00,Resource09,EMPTY,1
case-7612,T06 Determine necessity of stop advice,2011/06/07 14:22:18,Resource09,General,,Internet,2011-10-31 10:00:36.314000+01:00,Resource09,Group 1,4
case-7612,T10 Determine necessity to stop indication,2011/06/07 14:25:16,Resource09,General,,Internet,2011-10-31 10:00:36.314000+01:00,Resource09,Group 1,5
case-7612,T02 Check confirmation of receipt,2011/06/07 14:33:36,Resource09,General,,Internet,2011-10-31 10:00:36.314000+01:00,Resource09,Group 4,2
case-7612,T04 Determine confirmation of receipt,2011/06/07 14:33:59,Resource09,General,,Internet,2011-10-31 10:00:36.314000+01:00,Resource09,Group 3,6
case-7612,T05 Print and send confirmation of receipt,2011/06/07 14:34:11,Resource09,General,,Internet,2011-10-31 10:00:36.314000+01:00,Resource09,Group 2,7
case-7612,T16 Report reasons to hold request,2011/06/07 14:35:38,Resource09,General,,Internet,2011-10-31 10:00:36.314000+01:00,Resource09,Group 1,8
case-7612,T17 Check report Y to stop indication,2011/06/07 14:35:57,Resource09,General,,Internet,2011-10-31 10:00:36.314000+01:00,Resource09,Group 4,9
case-7612,T19 Determine report Y to stop indication,2011/06/07 14:36:15,Resource09,General,,Internet,2011-10-31 10:00:36.314000+01:00,Resource09,Group 3,10
case-7612,T20 Print report Y to stop indication,2011/06/07 14:36:33,Resource09,General,,Internet,2011-10-31 10:00:36.314000+01:00,Resource09,Group 2,11
case-6751,Confirmation of receipt,2011/04/27 08:26:21,Resource05,General,,Internet,2011-05-11 15:38:18.938000+02:00,Resource05,EMPTY,1
case-6751,T02 Check confirmation of receipt,2011/04/27 08:27:35,Resource05,General,,Internet,2011-05-11 15:38:18.938000+02:00,Resource05,Group 4,2
case-6751,T06 Determine necessity of stop advice,2011/05/11 15:38:19,admin2,General,,Internet,2011-05-11 15:38:18.938000+02:00,Resource05,Group 1,4
case-6751,T03 Adjust confirmation of receipt,2011/05/11 15:38:20,admin2,General,,Internet,2011-05-11 15:38:18.938000+02:00,Resource05,Group 1,3
case-6357,Confirmation of receipt,2011/03/16 10:31:36,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,EMPTY,1
case-6357,T02 Check confirmation of receipt,2011/03/16 10:31:54,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 4,2
case-6357,T04 Determine confirmation of receipt,2011/03/16 10:32:08,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 3,6
case-6357,T05 Print and send confirmation of receipt,2011/03/16 10:32:21,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 2,7
case-6357,T06 Determine necessity of stop advice,2011/03/16 10:32:35,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 1,4
case-6357,T10 Determine necessity to stop indication,2011/03/16 10:32:56,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 1,5
case-6357,T11 Create document X request unlicensed,2011/03/17 10:42:26,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 1,12
case-6357,T12 Check document X request unlicensed,2011/03/17 10:42:36,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 4,13
case-6357,T14 Determine document X request unlicensed,2011/03/17 10:42:53,Resource05,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,Group 3,14
case-6357,T15 Print document X request unlicensed,2011/03/21 09:43:11,admin1,General,,Internet,2011-03-21 09:43:11.638000+01:00,Resource05,EMPTY,15
case-9710,Confirmation of receipt,2011/09/23 15:01:51,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,EMPTY,1
case-9710,T02 Check confirmation of receipt,2011/09/23 15:02:11,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,Group 4,2
case-9710,T04 Determine confirmation of receipt,2011/09/23 15:02:29,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,Group 3,6
case-9710,T05 Print and send confirmation of receipt,2011/09/23 15:02:48,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,Group 2,7
case-9710,T06 Determine necessity of stop advice,2011/09/23 15:03:06,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,Group 1,4
case-9710,T10 Determine necessity to stop indication,2011/09/23 15:03:28,Resource03,General,Group 8,Internet,2011-10-11 08:30:07.381000+02:00,Resource11,Group 1,5
case-10066,Confirmation of receipt,2011/11/22 13:46:36,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,EMPTY,1
case-10066,T02 Check confirmation of receipt,2011/11/22 13:48:39,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,Group 4,2
case-10066,T04 Determine confirmation of receipt,2011/11/22 13:49:21,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,Group 3,6
case-10066,T05 Print and send confirmation of receipt,2011/11/22 13:52:51,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,Group 2,7
case-10066,T06 Determine necessity of stop advice,2011/11/22 13:57:59,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,Group 1,4
case-10066,T10 Determine necessity to stop indication,2011/11/22 13:59:50,Resource22,General,Group 5,Internet,2011-11-30 08:48:31.281000+01:00,Resource22,Group 1,5
case-10492,Confirmation of receipt,2011/11/22 09:52:39,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,EMPTY,1
case-10492,T02 Check confirmation of receipt,2011/11/22 09:53:28,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,Group 4,2
case-10492,T04 Determine confirmation of receipt,2011/11/22 09:53:51,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,Group 3,6
case-10492,T05 Print and send confirmation of receipt,2011/11/22 09:54:27,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,Group 2,7
case-10492,T06 Determine necessity of stop advice,2011/11/22 09:55:09,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,Group 1,4
case-10492,T10 Determine necessity to stop indication,2011/11/22 09:55:54,Resource03,General,Group 2,Internet,2011-11-22 10:25:17.026000+01:00,Resource03,Group 1,5
case-6234,Confirmation of receipt,2011/03/16 14:15:53,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,EMPTY,1
case-6234,T02 Check confirmation of receipt,2011/03/16 14:16:13,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,Group 4,2
case-6234,T04 Determine confirmation of receipt,2011/03/16 14:16:24,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,Group 3,6
case-6234,T05 Print and send confirmation of receipt,2011/03/16 14:16:38,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,Group 2,7
case-6234,T06 Determine necessity of stop advice,2011/03/24 15:40:00,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,Group 1,4
case-6234,T10 Determine necessity to stop indication,2011/03/24 15:50:41,Resource01,General,,Internet,2011-05-02 12:54:01.947000+02:00,Resource11,Group 1,5
case-9232,Confirmation of receipt,2011/09/28 10:32:38,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,EMPTY,1
case-9232,T02 Check confirmation of receipt,2011/09/28 10:33:13,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,Group 4,2
case-9232,T04 Determine confirmation of receipt,2011/09/28 10:33:48,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,Group 3,6
case-9232,T05 Print and send confirmation of receipt,2011/09/28 10:34:08,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,Group 2,7
case-9232,T06 Determine necessity of stop advice,2011/09/28 10:34:37,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,Group 1,4
case-9232,T10 Determine necessity to stop indication,2011/09/28 10:35:22,Resource09,General,,Internet,2011-10-31 14:40:10.648000+01:00,admin1,Group 1,5
case-10410,Confirmation of receipt,2011/11/30 14:46:15,Resource09,General,Group 5,Internet,,Resource09,EMPTY,1
case-10410,T02 Check confirmation of receipt,2011/11/30 14:47:01,Resource09,General,Group 5,Internet,,Resource09,Group 4,2
case-10410,T04 Determine confirmation of receipt,2011/11/30 14:47:52,Resource09,General,Group 5,Internet,,Resource09,Group 3,6
case-10410,T05 Print and send confirmation of receipt,2011/11/30 14:48:46,Resource09,General,Group 5,Internet,,Resource09,Group 2,7
case-10410,T06 Determine necessity of stop advice,2011/11/30 16:32:41,Resource09,General,Group 5,Internet,,Resource09,Group 1,4
case-10410,T10 Determine necessity to stop indication,2011/11/30 16:34:56,Resource09,General,Group 5,Internet,,Resource09,Group 1,5
case-7045,Confirmation of receipt,2011/04/21 15:38:27,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,EMPTY,1
case-7045,T06 Determine necessity of stop advice,2011/04/21 15:38:44,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,Group 1,4
case-7045,T02 Check confirmation of receipt,2011/04/21 15:39:55,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,EMPTY,2
case-7045,T10 Determine necessity to stop indication,2011/04/21 15:40:11,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,Group 1,5
case-7045,T04 Determine confirmation of receipt,2011/04/21 15:41:04,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,EMPTY,6
case-7045,T05 Print and send confirmation of receipt,2011/04/21 15:41:20,Resource17,General,,Internet,2011-06-22 16:04:10.860000+02:00,Resource04,Group 2,7
case-9778,Confirmation of receipt,2011/10/05 20:25:09,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,EMPTY,1
case-9778,T02 Check confirmation of receipt,2011/10/05 20:26:54,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,EMPTY,2
case-9778,T04 Determine confirmation of receipt,2011/10/05 20:27:50,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,EMPTY,6
case-9778,T05 Print and send confirmation of receipt,2011/10/05 20:28:22,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,EMPTY,7
case-9778,T06 Determine necessity of stop advice,2011/10/05 20:28:43,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,Group 1,4
case-9778,T10 Determine necessity to stop indication,2011/10/05 20:29:15,Resource13,General,Group 5,Internet,2011-10-10 12:20:07.940000+02:00,Resource13,Group 1,5
case-4954,Confirmation of receipt,2011/01/07 15:54:09,Resource17,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,EMPTY,1
case-4954,T02 Check confirmation of receipt,2011/01/07 15:54:38,Resource17,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,EMPTY,2
case-4954,T06 Determine necessity of stop advice,2011/01/07 15:54:55,Resource17,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,Group 1,4
case-4954,T10 Determine necessity to stop indication,2011/01/07 15:55:12,Resource17,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,Group 1,5
case-4954,T04 Determine confirmation of receipt,2011/01/07 16:22:30,Resource10,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,Group 3,6
case-4954,T05 Print and send confirmation of receipt,2011/01/11 11:41:24,admin1,General,,Post,2011-02-01 20:59:36.460000+01:00,Resource17,Group 2,7
case-7832,Confirmation of receipt,2011/06/21 14:55:44,Resource08,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,EMPTY,1
case-7832,T02 Check confirmation of receipt,2011/06/21 14:56:05,Resource08,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,Group 4,2
case-7832,T04 Determine confirmation of receipt,2011/06/21 14:56:31,Resource08,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,Group 3,6
case-7832,T06 Determine necessity of stop advice,2011/06/21 15:13:11,Resource08,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,Group 1,4
case-7832,T10 Determine necessity to stop indication,2011/06/21 15:17:58,Resource08,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,Group 1,5
case-7832,T05 Print and send confirmation of receipt,2011/06/24 14:35:38,admin1,General,,Internet,2011-08-02 10:53:16.729000+02:00,Resource02,Group 2,7
case-9701,Confirmation of receipt,2011/09/26 09:19:57,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,EMPTY,1
case-9701,T06 Determine necessity of stop advice,2011/09/26 09:20:34,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,Group 1,4
case-9701,T02 Check confirmation of receipt,2011/09/26 09:21:25,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,Group 4,2
case-9701,T04 Determine confirmation of receipt,2011/09/26 09:21:46,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,Group 3,6
case-9701,T05 Print and send confirmation of receipt,2011/09/26 09:22:43,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,Group 2,7
case-9701,T10 Determine necessity to stop indication,2011/09/26 09:29:39,Resource03,General,Group 8,Internet,2011-09-29 13:56:04.146000+02:00,Resource11,Group 1,5
case-5932,Confirmation of receipt,2011/02/23 08:59:07,Resource05,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,EMPTY,1
case-5932,T02 Check confirmation of receipt,2011/02/23 08:59:47,Resource05,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,Group 4,2
case-5932,T04 Determine confirmation of receipt,2011/02/23 09:00:12,Resource05,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,Group 3,6
case-5932,T06 Determine necessity of stop advice,2011/02/23 09:02:37,Resource05,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,Group 1,4
case-5932,T10 Determine necessity to stop indication,2011/02/23 09:03:05,Resource05,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,Group 1,5
case-5932,T05 Print and send confirmation of receipt,2011/02/23 11:41:29,admin1,General,,Desk,2011-02-25 16:28:20.090000+01:00,Resource05,Group 2,7
case-9562,Confirmation of receipt,2011/09/22 14:40:19,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,EMPTY,1
case-9562,T02 Check confirmation of receipt,2011/09/22 14:41:10,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,Group 4,2
case-9562,T04 Determine confirmation of receipt,2011/09/22 14:44:00,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,Group 3,6
case-9562,T05 Print and send confirmation of receipt,2011/09/22 14:44:35,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,Group 2,7
case-9562,T06 Determine necessity of stop advice,2011/09/22 14:45:08,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,Group 1,4
case-9562,T10 Determine necessity to stop indication,2011/09/22 14:53:20,Resource12,General,Group 5,Internet,2011-10-06 09:07:47.705000+02:00,Resource12,Group 1,5
case-9438,Confirmation of receipt,2011/10/20 11:45:06,Resource14,General,Group 5,Internet,,Resource14,EMPTY,1
case-9438,T02 Check confirmation of receipt,2011/10/20 11:45:29,Resource14,General,Group 5,Internet,,Resource14,Group 4,2
case-9438,T04 Determine confirmation of receipt,2011/10/20 11:45:53,Resource14,General,Group 5,Internet,,Resource14,Group 3,6
case-9438,T05 Print and send confirmation of receipt,2011/10/20 11:46:11,Resource14,General,Group 5,Internet,,Resource14,Group 2,7
case-9438,T06 Determine necessity of stop advice,2011/10/20 11:46:37,Resource14,General,Group 5,Internet,,Resource14,Group 1,4
case-9438,T10 Determine necessity to stop indication,2011/10/20 11:46:59,Resource14,General,Group 5,Internet,,Resource14,Group 1,5
case-10763,Confirmation of receipt,2011/12/17 16:16:49,Resource35,General,Group 7,Internet,,Resource35,EMPTY,1
case-10763,T02 Check confirmation of receipt,2011/12/17 16:17:26,Resource35,General,Group 7,Internet,,Resource35,Group 4,2
case-10763,T04 Determine confirmation of receipt,2011/12/17 16:17:56,Resource35,General,Group 7,Internet,,Resource35,Group 3,6
case-10763,T06 Determine necessity of stop advice,2011/12/17 16:18:30,Resource35,General,Group 7,Internet,,Resource35,Group 1,4
case-10763,T10 Determine necessity to stop indication,2011/12/17 16:19:13,Resource35,General,Group 7,Internet,,Resource35,Group 1,5
case-10763,T05 Print and send confirmation of receipt,2011/12/19 11:34:23,admin1,General,Group 7,Internet,,Resource35,Group 2,7
case-7818,Confirmation of receipt,2011/06/01 11:19:56,Resource08,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,EMPTY,1
case-7818,T02 Check confirmation of receipt,2011/06/01 11:20:40,Resource08,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,EMPTY,2
case-7818,T04 Determine confirmation of receipt,2011/06/01 11:23:06,Resource08,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,EMPTY,6
case-7818,T06 Determine necessity of stop advice,2011/06/08 10:10:11,Resource08,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,Group 1,4
case-7818,T10 Determine necessity to stop indication,2011/06/08 10:10:32,Resource08,General,Group 5,Internet,2011-08-03 00:00:00.020000+02:00,Resource06,Group 1,5
