,org:group,concept:instance,org:resource,concept:name,time:timestamp,lifecycle:transition,case:startdate,case:responsible,case:enddate_planned,case:department,case:group,case:concept:name,case:deadline,case:channel,case:enddate
3799,Group 3,task-12544,Resource10,T04 Determine confirmation of receipt,2011-02-16 12:35:48.090000+01:00,complete,2011-02-07 01:06:40.010000+01:00,Resource15,2011-05-02 01:06:40.020000+02:00,General,,case-5956,2011-05-02 01:06:40+02:00,Desk,2011-05-13 08:18:57.460000+02:00
3800,Group 2,task-12545,admin1,T05 Print and send confirmation of receipt,2011-02-16 14:37:51.629000+01:00,complete,2011-02-07 01:06:40.010000+01:00,Resource15,2011-05-02 01:06:40.020000+02:00,General,,case-5956,2011-05-02 01:06:40+02:00,Desk,2011-05-13 08:18:57.460000+02:00
3801,Group 1,task-12514,Resource15,T06 Determine necessity of stop advice,2011-02-28 14:44:17.301000+01:00,complete,2011-02-07 01:06:40.010000+01:00,Resource15,2011-05-02 01:06:40.020000+02:00,General,,case-5956,2011-05-02 01:06:40+02:00,Desk,2011-05-13 08:18:57.460000+02:00
3802,Group 1,task-14542,Resource15,T10 Determine necessity to stop indication,2011-02-28 14:45:03.626000+01:00,complete,2011-02-07 01:06:40.010000+01:00,Resource15,2011-05-02 01:06:40.020000+02:00,General,,case-5956,2011-05-02 01:06:40+02:00,Desk,2011-05-13 08:18:57.460000+02:00
3803,EMPTY,task-12006,Resource01,Confirmation of receipt,2011-02-17 10:21:31.067000+01:00,complete,2011-02-10 00:00:00.010000+01:00,Resource11,2011-04-07 00:00:00.020000+02:00,General,,case-5957,2011-04-07 00:00:00+02:00,Desk,2011-04-07 14:57:18.547000+02:00
3804,Group 4,task-12704,Resource01,T02 Check confirmation of receipt,2011-02-17 10:22:02.411000+01:00,complete,2011-02-10 00:00:00.010000+01:00,Resource11,2011-04-07 00:00:00.020000+02:00,General,,case-5957,2011-04-07 00:00:00+02:00,Desk,2011-04-07 14:57:18.547000+02:00
3805,Group 3,task-12706,Resource01,T04 Determine confirmation of receipt,2011-02-17 10:22:15.628000+01:00,complete,2011-02-10 00:00:00.010000+01:00,Resource11,2011-04-07 00:00:00.020000+02:00,General,,case-5957,2011-04-07 00:00:00+02:00,Desk,2011-04-07 14:57:18.547000+02:00
3806,Group 2,task-12707,Resource01,T05 Print and send confirmation of receipt,2011-02-17 10:22:29.825000+01:00,complete,2011-02-10 00:00:00.010000+01:00,Resource11,2011-04-07 00:00:00.020000+02:00,General,,case-5957,2011-04-07 00:00:00+02:00,Desk,2011-04-07 14:57:18.547000+02:00
3807,Group 1,task-12705,Resource01,T06 Determine necessity of stop advice,2011-02-17 10:22:51.453000+01:00,complete,2011-02-10 00:00:00.010000+01:00,Resource11,2011-04-07 00:00:00.020000+02:00,General,,case-5957,2011-04-07 00:00:00+02:00,Desk,2011-04-07 14:57:18.547000+02:00
3808,Group 1,task-12708,Resource01,T10 Determine necessity to stop indication,2011-02-17 10:24:24.944000+01:00,complete,2011-02-10 00:00:00.010000+01:00,Resource11,2011-04-07 00:00:00.020000+02:00,General,,case-5957,2011-04-07 00:00:00+02:00,Desk,2011-04-07 14:57:18.547000+02:00
3809,EMPTY,task-12007,admin2,Confirmation of receipt,2011-02-17 08:19:33.087000+01:00,complete,2011-01-11 00:00:00.010000+01:00,Resource07,2011-03-08 00:00:00.010000+01:00,General,,case-5958,2011-03-08 00:00:00+01:00,Desk,2011-02-17 08:19:32.055000+01:00
3810,EMPTY,task-12008,Resource25,Confirmation of receipt,2011-02-24 13:29:42.415000+01:00,complete,2011-02-07 00:00:00.010000+01:00,Resource26,2011-04-04 00:00:00.020000+02:00,General,,case-5959,2011-04-04 00:00:00+02:00,Internet,2011-07-14 10:25:49.485000+02:00
3811,EMPTY,task-14052,Resource24,T02 Check confirmation of receipt,2011-03-07 13:34:50.191000+01:00,complete,2011-02-07 00:00:00.010000+01:00,Resource26,2011-04-04 00:00:00.020000+02:00,General,,case-5959,2011-04-04 00:00:00+02:00,Internet,2011-07-14 10:25:49.485000+02:00
3812,Group 1,task-14053,Resource26,T06 Determine necessity of stop advice,2011-06-15 12:00:51.677000+02:00,complete,2011-02-07 00:00:00.010000+01:00,Resource26,2011-04-04 00:00:00.020000+02:00,General,,case-5959,2011-04-04 00:00:00+02:00,Internet,2011-07-14 10:25:49.485000+02:00
3813,Group 1,task-28706,Resource26,T10 Determine necessity to stop indication,2011-06-15 12:48:44.620000+02:00,complete,2011-02-07 00:00:00.010000+01:00,Resource26,2011-04-04 00:00:00.020000+02:00,General,,case-5959,2011-04-04 00:00:00+02:00,Internet,2011-07-14 10:25:49.485000+02:00
3814,EMPTY,task-15324,Resource26,T04 Determine confirmation of receipt,2011-06-15 13:40:28.689000+02:00,complete,2011-02-07 00:00:00.010000+01:00,Resource26,2011-04-04 00:00:00.020000+02:00,General,,case-5959,2011-04-04 00:00:00+02:00,Internet,2011-07-14 10:25:49.485000+02:00
3815,EMPTY,task-28709,Resource26,T05 Print and send confirmation of receipt,2011-06-16 20:20:37.533000+02:00,complete,2011-02-07 00:00:00.010000+01:00,Resource26,2011-04-04 00:00:00.020000+02:00,General,,case-5959,2011-04-04 00:00:00+02:00,Internet,2011-07-14 10:25:49.485000+02:00
3816,EMPTY,task-12058,Resource08,Confirmation of receipt,2011-02-25 15:33:01.866000+01:00,complete,2011-02-04 01:06:40.010000+01:00,Resource08,2011-04-26 01:06:40.020000+02:00,General,,case-5961,2011-04-26 01:06:40+02:00,Desk,2011-04-20 16:04:55.300000+02:00
3817,Group 4,task-14280,Resource08,T02 Check confirmation of receipt,2011-02-25 15:33:16.323000+01:00,complete,2011-02-04 01:06:40.010000+01:00,Resource08,2011-04-26 01:06:40.020000+02:00,General,,case-5961,2011-04-26 01:06:40+02:00,Desk,2011-04-20 16:04:55.300000+02:00
3818,Group 1,task-14281,Resource08,T06 Determine necessity of stop advice,2011-02-28 11:34:18.014000+01:00,complete,2011-02-04 01:06:40.010000+01:00,Resource08,2011-04-26 01:06:40.020000+02:00,General,,case-5961,2011-04-26 01:06:40+02:00,Desk,2011-04-20 16:04:55.300000+02:00
3819,Group 1,task-14406,Resource08,T10 Determine necessity to stop indication,2011-02-28 11:37:42.003000+01:00,complete,2011-02-04 01:06:40.010000+01:00,Resource08,2011-04-26 01:06:40.020000+02:00,General,,case-5961,2011-04-26 01:06:40+02:00,Desk,2011-04-20 16:04:55.300000+02:00
3820,Group 3,task-14282,Resource10,T04 Determine confirmation of receipt,2011-02-28 12:18:05.833000+01:00,complete,2011-02-04 01:06:40.010000+01:00,Resource08,2011-04-26 01:06:40.020000+02:00,General,,case-5961,2011-04-26 01:06:40+02:00,Desk,2011-04-20 16:04:55.300000+02:00
3821,Group 2,task-14464,admin1,T05 Print and send confirmation of receipt,2011-03-01 10:16:51.166000+01:00,complete,2011-02-04 01:06:40.010000+01:00,Resource08,2011-04-26 01:06:40.020000+02:00,General,,case-5961,2011-04-26 01:06:40+02:00,Desk,2011-04-20 16:04:55.300000+02:00
3822,EMPTY,task-12172,Resource15,Confirmation of receipt,2011-02-16 11:37:58.519000+01:00,complete,2011-02-13 00:00:00.010000+01:00,Resource15,2011-04-10 00:00:00.020000+02:00,General,,case-5983,2011-04-10 00:00:00+02:00,Internet,2011-03-29 14:10:17.464000+02:00
3823,Group 4,task-12523,Resource10,T02 Check confirmation of receipt,2011-02-16 12:37:06.649000+01:00,complete,2011-02-13 00:00:00.010000+01:00,Resource15,2011-04-10 00:00:00.020000+02:00,General,,case-5983,2011-04-10 00:00:00+02:00,Internet,2011-03-29 14:10:17.464000+02:00
3824,Group 3,task-12547,Resource10,T04 Determine confirmation of receipt,2011-02-16 12:37:18.779000+01:00,complete,2011-02-13 00:00:00.010000+01:00,Resource15,2011-04-10 00:00:00.020000+02:00,General,,case-5983,2011-04-10 00:00:00+02:00,Internet,2011-03-29 14:10:17.464000+02:00
3825,Group 2,task-12548,admin1,T05 Print and send confirmation of receipt,2011-02-16 14:24:36.004000+01:00,complete,2011-02-13 00:00:00.010000+01:00,Resource15,2011-04-10 00:00:00.020000+02:00,General,,case-5983,2011-04-10 00:00:00+02:00,Internet,2011-03-29 14:10:17.464000+02:00
3826,Group 1,task-12524,Resource15,T06 Determine necessity of stop advice,2011-02-18 10:36:01.130000+01:00,complete,2011-02-13 00:00:00.010000+01:00,Resource15,2011-04-10 00:00:00.020000+02:00,General,,case-5983,2011-04-10 00:00:00+02:00,Internet,2011-03-29 14:10:17.464000+02:00
3827,Group 1,task-12983,Resource15,T10 Determine necessity to stop indication,2011-02-18 10:36:19.540000+01:00,complete,2011-02-13 00:00:00.010000+01:00,Resource15,2011-04-10 00:00:00.020000+02:00,General,,case-5983,2011-04-10 00:00:00+02:00,Internet,2011-03-29 14:10:17.464000+02:00
3828,EMPTY,task-12239,Resource08,Confirmation of receipt,2011-02-28 16:11:41.938000+01:00,complete,2011-02-13 01:06:40.010000+01:00,Resource08,2011-05-08 01:06:40.020000+02:00,General,,case-5986,2011-05-08 01:06:40+02:00,Internet,2011-06-28 09:35:48.698000+02:00
3829,EMPTY,task-14575,Resource08,T02 Check confirmation of receipt,2011-02-28 16:12:20.436000+01:00,complete,2011-02-13 01:06:40.010000+01:00,Resource08,2011-05-08 01:06:40.020000+02:00,General,,case-5986,2011-05-08 01:06:40+02:00,Internet,2011-06-28 09:35:48.698000+02:00
3830,EMPTY,task-14578,Resource18,T04 Determine confirmation of receipt,2011-02-28 16:20:59.567000+01:00,complete,2011-02-13 01:06:40.010000+01:00,Resource08,2011-05-08 01:06:40.020000+02:00,General,,case-5986,2011-05-08 01:06:40+02:00,Internet,2011-06-28 09:35:48.698000+02:00
3831,Group 1,task-14576,Resource08,T06 Determine necessity of stop advice,2011-03-01 08:25:31.376000+01:00,complete,2011-02-13 01:06:40.010000+01:00,Resource08,2011-05-08 01:06:40.020000+02:00,General,,case-5986,2011-05-08 01:06:40+02:00,Internet,2011-06-28 09:35:48.698000+02:00
3832,Group 1,task-14628,Resource08,T10 Determine necessity to stop indication,2011-03-01 08:29:51.010000+01:00,complete,2011-02-13 01:06:40.010000+01:00,Resource08,2011-05-08 01:06:40.020000+02:00,General,,case-5986,2011-05-08 01:06:40+02:00,Internet,2011-06-28 09:35:48.698000+02:00
3833,Group 1,task-14629,Resource08,T16 Report reasons to hold request,2011-03-01 08:34:32.492000+01:00,complete,2011-02-13 01:06:40.010000+01:00,Resource08,2011-05-08 01:06:40.020000+02:00,General,,case-5986,2011-05-08 01:06:40+02:00,Internet,2011-06-28 09:35:48.698000+02:00
3834,Group 4,task-14633,Resource08,T17 Check report Y to stop indication,2011-03-01 08:35:32.670000+01:00,complete,2011-02-13 01:06:40.010000+01:00,Resource08,2011-05-08 01:06:40.020000+02:00,General,,case-5986,2011-05-08 01:06:40+02:00,Internet,2011-06-28 09:35:48.698000+02:00
3835,Group 3,task-14638,Resource08,T19 Determine report Y to stop indication,2011-03-01 08:35:50.559000+01:00,complete,2011-02-13 01:06:40.010000+01:00,Resource08,2011-05-08 01:06:40.020000+02:00,General,,case-5986,2011-05-08 01:06:40+02:00,Internet,2011-06-28 09:35:48.698000+02:00
3836,Group 2,task-14641,Resource08,T20 Print report Y to stop indication,2011-03-01 08:36:13.441000+01:00,complete,2011-02-13 01:06:40.010000+01:00,Resource08,2011-05-08 01:06:40.020000+02:00,General,,case-5986,2011-05-08 01:06:40+02:00,Internet,2011-06-28 09:35:48.698000+02:00
3837,Group 2,task-14584,admin1,T05 Print and send confirmation of receipt,2011-03-01 10:21:24.622000+01:00,complete,2011-02-13 01:06:40.010000+01:00,Resource08,2011-05-08 01:06:40.020000+02:00,General,,case-5986,2011-05-08 01:06:40+02:00,Internet,2011-06-28 09:35:48.698000+02:00
3838,EMPTY,task-12249,admin2,Confirmation of receipt,2011-02-16 14:23:08.600000+01:00,complete,2011-02-14 01:06:40.010000+01:00,Resource23,2011-04-11 01:06:40.020000+02:00,General,,case-5987,2011-04-11 01:06:40+02:00,Internet,2011-02-16 14:23:07.250000+01:00
3839,EMPTY,task-12277,Resource01,Confirmation of receipt,2011-02-22 09:43:30.149000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5994,2011-04-11 00:00:00+02:00,Internet,2011-04-04 08:26:16.417000+02:00
3840,Group 4,task-13460,Resource01,T02 Check confirmation of receipt,2011-02-22 09:43:51.042000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5994,2011-04-11 00:00:00+02:00,Internet,2011-04-04 08:26:16.417000+02:00
3841,Group 3,task-13462,Resource01,T04 Determine confirmation of receipt,2011-02-22 09:44:13.036000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5994,2011-04-11 00:00:00+02:00,Internet,2011-04-04 08:26:16.417000+02:00
3842,Group 2,task-13463,Resource01,T05 Print and send confirmation of receipt,2011-02-22 09:44:27.624000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5994,2011-04-11 00:00:00+02:00,Internet,2011-04-04 08:26:16.417000+02:00
3843,Group 1,task-13461,Resource01,T06 Determine necessity of stop advice,2011-02-22 09:44:54.659000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5994,2011-04-11 00:00:00+02:00,Internet,2011-04-04 08:26:16.417000+02:00
3844,Group 1,task-13464,Resource01,T10 Determine necessity to stop indication,2011-02-22 10:01:01.459000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5994,2011-04-11 00:00:00+02:00,Internet,2011-04-04 08:26:16.417000+02:00
3845,EMPTY,task-12280,Resource01,Confirmation of receipt,2011-02-22 13:37:31.328000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5997,2011-04-11 00:00:00+02:00,Internet,2011-04-11 08:18:12.264000+02:00
3846,Group 4,task-13601,Resource01,T02 Check confirmation of receipt,2011-02-22 13:37:46.799000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5997,2011-04-11 00:00:00+02:00,Internet,2011-04-11 08:18:12.264000+02:00
3847,Group 3,task-13603,Resource01,T04 Determine confirmation of receipt,2011-02-22 13:37:58.037000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5997,2011-04-11 00:00:00+02:00,Internet,2011-04-11 08:18:12.264000+02:00
3848,Group 2,task-13604,Resource01,T05 Print and send confirmation of receipt,2011-02-22 13:38:09.067000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5997,2011-04-11 00:00:00+02:00,Internet,2011-04-11 08:18:12.264000+02:00
3849,Group 1,task-13602,Resource01,T06 Determine necessity of stop advice,2011-02-22 13:38:19.754000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5997,2011-04-11 00:00:00+02:00,Internet,2011-04-11 08:18:12.264000+02:00
3850,Group 1,task-13605,Resource01,T10 Determine necessity to stop indication,2011-02-22 13:38:36.667000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource11,2011-04-11 00:00:00.020000+02:00,General,,case-5997,2011-04-11 00:00:00+02:00,Internet,2011-04-11 08:18:12.264000+02:00
3851,EMPTY,task-12281,Resource02,Confirmation of receipt,2011-02-22 12:33:34.076000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource02,2011-04-11 00:00:00.020000+02:00,General,,case-5998,2011-04-11 00:00:00+02:00,Internet,2011-04-07 09:09:05.884000+02:00
3852,Group 4,task-13559,Resource02,T02 Check confirmation of receipt,2011-02-22 12:33:54.700000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource02,2011-04-11 00:00:00.020000+02:00,General,,case-5998,2011-04-11 00:00:00+02:00,Internet,2011-04-07 09:09:05.884000+02:00
3853,Group 1,task-13560,Resource02,T06 Determine necessity of stop advice,2011-02-22 12:39:29.929000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource02,2011-04-11 00:00:00.020000+02:00,General,,case-5998,2011-04-11 00:00:00+02:00,Internet,2011-04-07 09:09:05.884000+02:00
3854,EMPTY,task-13562,Resource02,T07-1 Draft intern advice aspect 1,2011-02-22 12:40:09.009000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource02,2011-04-11 00:00:00.020000+02:00,General,,case-5998,2011-04-11 00:00:00+02:00,Internet,2011-04-07 09:09:05.884000+02:00
3855,Group 1,task-13563,Resource02,T06 Determine necessity of stop advice,2011-02-22 12:40:22.166000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource02,2011-04-11 00:00:00.020000+02:00,General,,case-5998,2011-04-11 00:00:00+02:00,Internet,2011-04-07 09:09:05.884000+02:00
3856,Group 13,task-13564,Resource02,T07-1 Draft intern advice aspect 1,2011-02-22 12:40:32.708000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource02,2011-04-11 00:00:00.020000+02:00,General,,case-5998,2011-04-11 00:00:00+02:00,Internet,2011-04-07 09:09:05.884000+02:00
3857,Group 1,task-13565,Resource02,T06 Determine necessity of stop advice,2011-02-22 12:40:43.308000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource02,2011-04-11 00:00:00.020000+02:00,General,,case-5998,2011-04-11 00:00:00+02:00,Internet,2011-04-07 09:09:05.884000+02:00
3858,Group 1,task-13566,Resource02,T10 Determine necessity to stop indication,2011-02-22 12:45:06.258000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource02,2011-04-11 00:00:00.020000+02:00,General,,case-5998,2011-04-11 00:00:00+02:00,Internet,2011-04-07 09:09:05.884000+02:00
3859,EMPTY,task-13561,Resource19,T04 Determine confirmation of receipt,2011-02-23 10:31:51.061000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource02,2011-04-11 00:00:00.020000+02:00,General,,case-5998,2011-04-11 00:00:00+02:00,Internet,2011-04-07 09:09:05.884000+02:00
3860,Group 2,task-13798,admin1,T05 Print and send confirmation of receipt,2011-02-23 11:57:55.759000+01:00,complete,2011-02-14 00:00:00.010000+01:00,Resource02,2011-04-11 00:00:00.020000+02:00,General,,case-5998,2011-04-11 00:00:00+02:00,Internet,2011-04-07 09:09:05.884000+02:00
3861,EMPTY,task-12324,Resource18,Confirmation of receipt,2011-02-15 15:02:12.233000+01:00,complete,2010-12-22 01:06:40.010000+01:00,Resource18,2011-06-23 01:06:40.020000+02:00,General,,case-6009,2011-07-08 01:06:40+02:00,Internet,2011-07-12 14:59:47.005000+02:00
3862,Group 4,task-12345,Resource18,T02 Check confirmation of receipt,2011-02-15 15:02:52.613000+01:00,complete,2010-12-22 01:06:40.010000+01:00,Resource18,2011-06-23 01:06:40.020000+02:00,General,,case-6009,2011-07-08 01:06:40+02:00,Internet,2011-07-12 14:59:47.005000+02:00
3863,Group 3,task-12347,Resource18,T04 Determine confirmation of receipt,2011-02-15 15:03:11.659000+01:00,complete,2010-12-22 01:06:40.010000+01:00,Resource18,2011-06-23 01:06:40.020000+02:00,General,,case-6009,2011-07-08 01:06:40+02:00,Internet,2011-07-12 14:59:47.005000+02:00
3864,Group 2,task-12348,Resource18,T05 Print and send confirmation of receipt,2011-02-15 15:03:25.931000+01:00,complete,2010-12-22 01:06:40.010000+01:00,Resource18,2011-06-23 01:06:40.020000+02:00,General,,case-6009,2011-07-08 01:06:40+02:00,Internet,2011-07-12 14:59:47.005000+02:00
3865,Group 1,task-12346,Resource18,T06 Determine necessity of stop advice,2011-02-15 15:08:54.387000+01:00,complete,2010-12-22 01:06:40.010000+01:00,Resource18,2011-06-23 01:06:40.020000+02:00,General,,case-6009,2011-07-08 01:06:40+02:00,Internet,2011-07-12 14:59:47.005000+02:00
3866,Group 1,task-12353,Resource18,T10 Determine necessity to stop indication,2011-02-15 15:16:08.086000+01:00,complete,2010-12-22 01:06:40.010000+01:00,Resource18,2011-06-23 01:06:40.020000+02:00,General,,case-6009,2011-07-08 01:06:40+02:00,Internet,2011-07-12 14:59:47.005000+02:00
3867,EMPTY,task-12327,Resource09,Confirmation of receipt,2011-03-22 14:00:09.265000+01:00,complete,2011-01-27 00:00:00.010000+01:00,Resource09,2011-03-24 00:00:00.010000+01:00,General,,case-6010,2011-03-24 00:00:00+01:00,Internet,2011-04-28 09:24:48.587000+02:00
3868,Group 1,task-17204,Resource09,T06 Determine necessity of stop advice,2011-03-22 14:16:48.583000+01:00,complete,2011-01-27 00:00:00.010000+01:00,Resource09,2011-03-24 00:00:00.010000+01:00,General,,case-6010,2011-03-24 00:00:00+01:00,Internet,2011-04-28 09:24:48.587000+02:00
3869,Group 13,task-17211,Resource09,T07-1 Draft intern advice aspect 1,2011-03-22 14:17:17.713000+01:00,complete,2011-01-27 00:00:00.010000+01:00,Resource09,2011-03-24 00:00:00.010000+01:00,General,,case-6010,2011-03-24 00:00:00+01:00,Internet,2011-04-28 09:24:48.587000+02:00
3870,Group 1,task-17212,Resource09,T06 Determine necessity of stop advice,2011-03-22 14:17:33.559000+01:00,complete,2011-01-27 00:00:00.010000+01:00,Resource09,2011-03-24 00:00:00.010000+01:00,General,,case-6010,2011-03-24 00:00:00+01:00,Internet,2011-04-28 09:24:48.587000+02:00
3871,Group 1,task-17213,Resource09,T10 Determine necessity to stop indication,2011-03-22 14:18:27.266000+01:00,complete,2011-01-27 00:00:00.010000+01:00,Resource09,2011-03-24 00:00:00.010000+01:00,General,,case-6010,2011-03-24 00:00:00+01:00,Internet,2011-04-28 09:24:48.587000+02:00
3872,Group 4,task-17203,Resource09,T02 Check confirmation of receipt,2011-03-22 14:23:56.997000+01:00,complete,2011-01-27 00:00:00.010000+01:00,Resource09,2011-03-24 00:00:00.010000+01:00,General,,case-6010,2011-03-24 00:00:00+01:00,Internet,2011-04-28 09:24:48.587000+02:00
3873,Group 3,task-17235,Resource09,T04 Determine confirmation of receipt,2011-03-22 14:24:23.966000+01:00,complete,2011-01-27 00:00:00.010000+01:00,Resource09,2011-03-24 00:00:00.010000+01:00,General,,case-6010,2011-03-24 00:00:00+01:00,Internet,2011-04-28 09:24:48.587000+02:00
3874,Group 2,task-17236,admin1,T05 Print and send confirmation of receipt,2011-03-22 14:59:14.284000+01:00,complete,2011-01-27 00:00:00.010000+01:00,Resource09,2011-03-24 00:00:00.010000+01:00,General,,case-6010,2011-03-24 00:00:00+01:00,Internet,2011-04-28 09:24:48.587000+02:00
3875,EMPTY,task-12336,Resource06,Confirmation of receipt,2011-02-15 16:21:09.031000+01:00,complete,2011-02-15 14:56:16.838000+01:00,Resource06,2011-05-04 14:56:16.838000+02:00,General,,case-6012,2011-05-04 14:56:16.838000+02:00,Internet,2011-03-16 12:10:18.381000+01:00
3876,Group 4,task-12394,Resource06,T02 Check confirmation of receipt,2011-02-15 16:21:27.674000+01:00,complete,2011-02-15 14:56:16.838000+01:00,Resource06,2011-05-04 14:56:16.838000+02:00,General,,case-6012,2011-05-04 14:56:16.838000+02:00,Internet,2011-03-16 12:10:18.381000+01:00
3877,Group 3,task-12396,Resource06,T04 Determine confirmation of receipt,2011-02-15 16:21:36.900000+01:00,complete,2011-02-15 14:56:16.838000+01:00,Resource06,2011-05-04 14:56:16.838000+02:00,General,,case-6012,2011-05-04 14:56:16.838000+02:00,Internet,2011-03-16 12:10:18.381000+01:00
3878,Group 2,task-12397,Resource06,T05 Print and send confirmation of receipt,2011-02-15 16:21:46.222000+01:00,complete,2011-02-15 14:56:16.838000+01:00,Resource06,2011-05-04 14:56:16.838000+02:00,General,,case-6012,2011-05-04 14:56:16.838000+02:00,Internet,2011-03-16 12:10:18.381000+01:00
3879,Group 1,task-12395,Resource06,T06 Determine necessity of stop advice,2011-02-15 16:21:58.843000+01:00,complete,2011-02-15 14:56:16.838000+01:00,Resource06,2011-05-04 14:56:16.838000+02:00,General,,case-6012,2011-05-04 14:56:16.838000+02:00,Internet,2011-03-16 12:10:18.381000+01:00
3880,Group 1,task-12398,Resource06,T10 Determine necessity to stop indication,2011-02-15 16:22:14.939000+01:00,complete,2011-02-15 14:56:16.838000+01:00,Resource06,2011-05-04 14:56:16.838000+02:00,General,,case-6012,2011-05-04 14:56:16.838000+02:00,Internet,2011-03-16 12:10:18.381000+01:00
3881,EMPTY,task-12344,Resource06,Confirmation of receipt,2011-02-15 15:29:29.915000+01:00,complete,2011-02-15 15:00:43.554000+01:00,Resource06,2011-05-04 15:00:43.554000+02:00,General,,case-6015,2011-05-04 15:00:43.554000+02:00,Internet,2011-03-11 15:50:56.266000+01:00
3882,Group 4,task-12368,Resource06,T02 Check confirmation of receipt,2011-02-15 15:45:56.421000+01:00,complete,2011-02-15 15:00:43.554000+01:00,Resource06,2011-05-04 15:00:43.554000+02:00,General,,case-6015,2011-05-04 15:00:43.554000+02:00,Internet,2011-03-11 15:50:56.266000+01:00
3883,Group 3,task-12371,Resource06,T04 Determine confirmation of receipt,2011-02-15 15:46:10.121000+01:00,complete,2011-02-15 15:00:43.554000+01:00,Resource06,2011-05-04 15:00:43.554000+02:00,General,,case-6015,2011-05-04 15:00:43.554000+02:00,Internet,2011-03-11 15:50:56.266000+01:00
3884,Group 1,task-12369,Resource06,T06 Determine necessity of stop advice,2011-02-15 15:46:33.991000+01:00,complete,2011-02-15 15:00:43.554000+01:00,Resource06,2011-05-04 15:00:43.554000+02:00,General,,case-6015,2011-05-04 15:00:43.554000+02:00,Internet,2011-03-11 15:50:56.266000+01:00
3885,Group 13,task-12373,Resource06,T07-1 Draft intern advice aspect 1,2011-02-15 15:47:20.899000+01:00,complete,2011-02-15 15:00:43.554000+01:00,Resource06,2011-05-04 15:00:43.554000+02:00,General,,case-6015,2011-05-04 15:00:43.554000+02:00,Internet,2011-03-11 15:50:56.266000+01:00
3886,Group 1,task-12374,Resource06,T06 Determine necessity of stop advice,2011-02-15 15:47:47.680000+01:00,complete,2011-02-15 15:00:43.554000+01:00,Resource06,2011-05-04 15:00:43.554000+02:00,General,,case-6015,2011-05-04 15:00:43.554000+02:00,Internet,2011-03-11 15:50:56.266000+01:00
3887,Group 1,task-12375,Resource06,T10 Determine necessity to stop indication,2011-02-15 15:48:36.617000+01:00,complete,2011-02-15 15:00:43.554000+01:00,Resource06,2011-05-04 15:00:43.554000+02:00,General,,case-6015,2011-05-04 15:00:43.554000+02:00,Internet,2011-03-11 15:50:56.266000+01:00
3888,Group 2,task-12372,admin1,T05 Print and send confirmation of receipt,2011-02-16 14:03:48.596000+01:00,complete,2011-02-15 15:00:43.554000+01:00,Resource06,2011-05-04 15:00:43.554000+02:00,General,,case-6015,2011-05-04 15:00:43.554000+02:00,Internet,2011-03-11 15:50:56.266000+01:00
3889,EMPTY,task-12563,Resource23,Confirmation of receipt,2011-02-18 13:12:55.873000+01:00,complete,2011-02-09 01:06:40.010000+01:00,Resource23,2011-04-06 01:06:40.020000+02:00,General,,case-6028,2011-04-06 01:06:40+02:00,Internet,2011-08-29 11:59:25.489000+02:00
3890,Group 1,task-13063,Resource23,T06 Determine necessity of stop advice,2011-02-18 13:50:02.588000+01:00,complete,2011-02-09 01:06:40.010000+01:00,Resource23,2011-04-06 01:06:40.020000+02:00,General,,case-6028,2011-04-06 01:06:40+02:00,Internet,2011-08-29 11:59:25.489000+02:00
